,County,Percent_Households_Below_Poverty_Level,Median_Age,Homeowner_Vacancy_Rate,Percent_Pop_25_And_Over_With_College_Or_Higher_Educ
2774,"Young, Texas",14.0,41.1,1.2,19.3
2775,"Zapata, Texas",32.5,29.5,1.9,11.6
2776,"Zavala, Texas",33.6,32.9,0.4,10.9
2777,"Beaver, Utah",9.6,33.0,3.8,21.1
2778,"Box Elder, Utah",8.6,32.6,1.4,23.9
2779,"Cache, Utah",15.0,25.2,1.2,38.3
2780,"Carbon, Utah",16.7,37.5,2.2,17.1
2781,"Daggett, Utah",5.5,42.5,16.0,13.4
2782,"Davis, Utah",5.8,31.1,1.2,37.8
2783,"Duchesne, Utah",13.8,31.5,2.4,14.7
2784,"Emery, Utah",12.3,36.2,2.0,16.3
2785,"Garfield, Utah",13.8,41.9,1.7,25.9
2786,"Grand, Utah",8.6,40.2,0.5,28.6
2787,"Iron, Utah",17.1,29.1,1.0,29.8
2788,"Juab, Utah",11.2,30.1,0.5,16.0
2789,"Kane, Utah",14.0,41.9,4.0,29.9
2790,"Millard, Utah",11.6,35.4,0.3,20.6
2791,"Morgan, Utah",3.7,32.2,0.0,39.4
2792,"Piute, Utah",14.8,44.5,5.1,20.2
2793,"Rich, Utah",7.2,34.3,6.5,23.0
2794,"Salt Lake, Utah",8.8,32.8,0.8,35.6
2795,"San Juan, Utah",24.5,32.2,2.7,18.3
2796,"Sanpete, Utah",12.9,32.6,0.7,20.9
2797,"Sevier, Utah",14.1,35.4,1.7,18.5
2798,"Summit, Utah",6.1,39.5,2.1,55.0
2799,"Tooele, Utah",7.2,31.4,0.5,24.2
2800,"Uintah, Utah",11.5,30.6,5.4,15.8
2801,"Utah, Utah",10.7,24.8,0.8,40.8
2802,"Wasatch, Utah",5.7,34.0,0.6,39.9
2803,"Washington, Utah",10.1,37.1,1.4,28.1
2804,"Wayne, Utah",12.6,40.4,2.7,23.4
2805,"Weber, Utah",10.7,32.7,1.7,24.5
2806,"Addison, Vermont",7.0,43.5,1.9,39.6
2807,"Bennington, Vermont",11.0,46.7,1.3,36.2
2808,"Caledonia, Vermont",12.3,44.7,2.8,29.0
2809,"Chittenden, Vermont",11.8,36.5,0.8,51.3
2810,"Essex, Vermont",13.0,50.9,0.9,16.2
2811,"Franklin, Vermont",9.4,40.4,1.6,24.1
2812,"Grand Isle, Vermont",9.0,48.2,3.1,39.8
2813,"Lamoille, Vermont",12.9,40.8,1.8,38.2
2814,"Orange, Vermont",9.7,46.6,1.8,29.1
2815,"Orleans, Vermont",14.6,45.8,1.6,21.5
2816,"Rutland, Vermont",11.2,46.5,1.3,30.8
2817,"Washington, Vermont",9.8,43.7,2.6,41.8
2818,"Windham, Vermont",13.9,47.6,1.9,38.1
2819,"Windsor, Vermont",10.2,48.0,2.2,38.2
2820,"Accomack, Virginia",14.5,45.9,3.8,19.5
2821,"Albemarle, Virginia",8.0,39.1,0.7,55.1
2822,"Alleghany, Virginia",19.3,48.1,1.3,15.0
2823,"Amelia, Virginia",10.3,45.1,0.0,17.1
2824,"Amherst, Virginia",12.9,44.8,0.7,19.1
2825,"Appomattox, Virginia",12.3,42.6,0.2,20.9
2826,"Arlington, Virginia",6.5,34.7,0.6,75.3
2827,"Augusta, Virginia",9.2,45.1,1.4,22.7
2828,"Bath, Virginia",11.3,47.8,2.6,15.9
2829,"Bedford, Virginia",9.3,46.3,0.8,29.2
2830,"Bland, Virginia",11.9,46.4,1.6,14.2
2831,"Botetourt, Virginia",6.9,47.2,1.4,28.3
2832,"Brunswick, Virginia",19.5,43.3,1.4,13.6
2833,"Buchanan, Virginia",27.6,46.8,1.5,11.8
2834,"Buckingham, Virginia",15.7,43.5,2.6,12.5
2835,"Campbell, Virginia",11.6,43.0,0.4,22.5
2836,"Caroline, Virginia",9.7,40.1,1.3,19.9
2837,"Carroll, Virginia",15.9,47.6,1.9,15.0
2838,"Charles City, Virginia",14.3,50.8,1.3,14.7
2839,"Charlotte, Virginia",22.2,46.2,0.4,10.9
2840,"Chesterfield, Virginia",5.9,38.9,0.7,40.5
2841,"Clarke, Virginia",9.1,47.0,1.0,32.2
2842,"Craig, Virginia",10.9,46.3,6.7,23.6
2843,"Culpeper, Virginia",8.2,39.2,2.9,25.7
2844,"Cumberland, Virginia",19.7,45.6,1.5,14.9
2845,"Dickenson, Virginia",28.1,44.7,1.5,10.7
2846,"Dinwiddie, Virginia",13.0,43.2,0.9,18.6
2847,"Essex, Virginia",16.1,46.3,3.1,17.4
2848,"Fairfax, Virginia",5.6,38.0,0.8,61.6
2849,"Fauquier, Virginia",5.9,41.3,1.4,36.4
2850,"Floyd, Virginia",10.1,47.2,2.1,22.1
2851,"Fluvanna, Virginia",5.5,43.4,3.1,33.9
2852,"Franklin, Virginia",13.4,47.2,2.3,21.9
2853,"Frederick, Virginia",6.3,40.7,0.9,28.3
2854,"Giles, Virginia",9.6,44.7,0.9,18.1
2855,"Gloucester, Virginia",9.0,44.9,1.0,23.3
2856,"Goochland, Virginia",6.9,48.3,0.8,41.8
2857,"Grayson, Virginia",20.6,48.1,2.7,13.7
2858,"Greene, Virginia",6.6,39.6,1.5,29.0
2859,"Greensville, Virginia",14.8,40.7,1.9,9.2
2860,"Halifax, Virginia",16.1,46.5,1.3,15.4
2861,"Hanover, Virginia",5.4,42.7,1.7,39.8
2862,"Henrico, Virginia",8.8,38.8,1.2,43.7
2863,"Henry, Virginia",18.1,47.6,1.6,13.9
2864,"Highland, Virginia",7.7,60.9,6.3,22.5
2865,"Isle of Wight, Virginia",9.0,44.3,0.9,27.0
2866,"James City, Virginia",6.6,46.5,1.8,50.4
2867,"King and Queen, Virginia",7.8,46.7,0.0,23.6
2868,"King George, Virginia",6.1,37.4,1.9,36.0
2869,"King William, Virginia",5.9,40.3,0.8,21.0
2870,"Lancaster, Virginia",11.0,57.3,4.1,31.5
2871,"Lee, Virginia",25.7,44.9,2.7,11.2
2872,"Loudoun, Virginia",3.4,36.2,0.7,61.3
2873,"Louisa, Virginia",11.8,44.8,2.0,24.1
2874,"Lunenburg, Virginia",16.2,45.3,0.7,11.3
2875,"Madison, Virginia",6.9,45.6,1.1,23.4
2876,"Mathews, Virginia",9.2,54.5,2.4,27.9
2877,"Mecklenburg, Virginia",17.5,48.4,1.0,20.2
2878,"Middlesex, Virginia",12.6,53.9,3.9,21.5
2879,"Montgomery, Virginia",20.0,29.0,1.0,45.5
2880,"Nelson, Virginia",13.9,51.4,2.3,30.4
2881,"New Kent, Virginia",6.9,43.3,0.9,26.9
2882,"Northampton, Virginia",17.0,49.0,1.4,22.6
2883,"Northumberland, Virginia",13.6,58.9,5.5,28.9
2884,"Nottoway, Virginia",17.5,40.6,0.1,14.8
2885,"Orange, Virginia",7.6,42.0,1.3,25.1
2886,"Page, Virginia",13.4,45.4,1.5,13.7
2887,"Patrick, Virginia",15.1,49.9,3.1,15.2
2888,"Pittsylvania, Virginia",15.7,47.2,1.2,14.5
2889,"Powhatan, Virginia",6.6,45.1,1.7,29.2
2890,"Prince Edward, Virginia",17.8,31.5,1.8,26.8
2891,"Prince George, Virginia",8.4,37.0,1.1,23.6
2892,"Prince William, Virginia",5.8,35.2,1.1,41.1
2893,"Pulaski, Virginia",14.4,47.0,2.4,20.0
2894,"Rappahannock, Virginia",9.4,50.1,3.4,35.8
2895,"Richmond, Virginia",13.9,47.3,2.2,17.7
2896,"Roanoke, Virginia",8.1,43.8,1.9,35.6
2897,"Rockbridge, Virginia",10.8,49.0,3.0,26.7
2898,"Rockingham, Virginia",9.4,41.5,1.0,26.3
2899,"Russell, Virginia",22.6,45.7,2.3,12.2
2900,"Scott, Virginia",18.1,47.3,1.3,13.3
2901,"Shenandoah, Virginia",11.3,44.5,2.2,20.5
2902,"Smyth, Virginia",19.5,45.0,2.0,14.6
2903,"Southampton, Virginia",11.3,46.9,1.7,18.4
2904,"Spotsylvania, Virginia",6.4,38.2,1.2,31.7
2905,"Stafford, Virginia",4.0,35.5,1.0,39.9
2906,"Surry, Virginia",12.7,49.8,2.4,20.6
2907,"Sussex, Virginia",14.8,41.0,3.5,12.7
2908,"Tazewell, Virginia",17.6,45.2,3.5,14.9
2909,"Warren, Virginia",8.6,41.3,1.3,21.7
2910,"Washington, Virginia",14.3,46.3,1.5,22.8
2911,"Westmoreland, Virginia",16.2,48.6,3.8,19.2
2912,"Wise, Virginia",23.8,41.4,2.2,15.0
2913,"Wythe, Virginia",14.8,45.3,3.4,19.0
2914,"York, Virginia",5.3,39.6,0.9,47.1
2915,"Alexandria, Virginia",7.5,36.8,1.3,63.1
2916,"Bristol, Virginia",20.0,42.2,2.5,25.4
2917,"Buena Vista, Virginia",24.6,35.5,5.2,15.9
2918,"Charlottesville, Virginia",20.7,31.6,1.2,54.9
2919,"Chesapeake, Virginia",7.7,36.9,1.6,33.2
2920,"Colonial Heights, Virginia",12.4,40.6,1.9,25.5
2921,"Covington, Virginia",13.5,42.4,1.9,15.6
2922,"Danville, Virginia",23.5,40.9,2.8,17.6
2923,"Emporia, Virginia",26.0,35.4,2.8,13.8
2924,"Fairfax, Virginia",9.4,38.2,0.0,60.8
2925,"Falls Church, Virginia",3.3,38.7,0.0,77.6
2926,"Franklin, Virginia",15.1,39.4,0.0,19.1
2927,"Fredericksburg, Virginia",15.2,30.4,3.8,40.9
2928,"Galax, Virginia",22.4,45.0,6.2,14.8
2929,"Hampton, Virginia",13.5,36.2,2.6,26.9
2930,"Harrisonburg, Virginia",22.1,25.4,1.4,36.3
2931,"Hopewell, Virginia",24.6,36.2,4.3,14.8
2932,"Lexington, Virginia",22.1,22.3,0.0,46.7
2933,"Lynchburg, Virginia",18.1,28.3,2.6,35.6
2934,"Manassas, Virginia",8.4,34.2,1.8,29.6
2935,"Manassas Park, Virginia",4.4,34.7,1.4,27.9
2936,"Martinsville, Virginia",23.9,40.9,1.3,21.0
2937,"Newport News, Virginia",14.5,33.5,2.4,26.3
2938,"Norfolk, Virginia",17.4,30.7,3.0,28.8
2939,"Norton, Virginia",30.3,37.5,3.1,22.8
2940,"Petersburg, Virginia",23.2,38.1,4.7,19.8
2941,"Poquoson, Virginia",6.0,42.4,0.3,42.2
2942,"Portsmouth, Virginia",14.7,35.3,3.6,21.9
2943,"Radford, Virginia",29.4,23.4,1.6,38.0
2944,"Richmond, Virginia",20.1,34.0,1.4,39.6
2945,"Roanoke, Virginia",20.0,38.5,2.9,23.4
2946,"Salem, Virginia",9.7,41.2,1.0,27.9
2947,"Staunton, Virginia",11.4,42.8,2.7,33.4
2948,"Suffolk, Virginia",10.4,38.0,2.7,29.5
2949,"Virginia Beach, Virginia",6.8,36.2,1.6,36.0
2950,"Waynesboro, Virginia",14.7,39.2,1.3,27.1
2951,"Williamsburg, Virginia",14.9,24.9,2.2,56.8
2952,"Winchester, Virginia",12.4,38.1,4.0,35.1
2953,"Adams, Washington",19.8,27.9,3.3,14.3
2954,"Asotin, Washington",12.3,45.0,3.3,21.4
2955,"Benton, Washington",10.5,35.8,0.6,30.9
2956,"Chelan, Washington",11.1,40.1,0.9,25.8
2957,"Clallam, Washington",13.6,50.8,1.7,27.4
2958,"Clark, Washington",8.2,38.4,1.0,30.6
2959,"Columbia, Washington",13.1,50.2,1.1,25.6
2960,"Cowlitz, Washington",14.0,41.3,1.0,17.0
2961,"Douglas, Washington",10.1,37.1,1.3,20.5
2962,"Ferry, Washington",20.5,50.3,2.4,18.8
2963,"Franklin, Washington",13.2,30.3,0.9,17.7
2964,"Garfield, Washington",9.5,46.1,3.7,24.5
2965,"Grant, Washington",13.4,32.9,2.0,17.7
2966,"Grays Harbor, Washington",14.7,44.0,2.1,16.5
2967,"Island, Washington",8.3,44.2,1.2,33.6
2968,"Jefferson, Washington",13.6,58.3,1.3,44.3
2969,"King, Washington",8.5,37.0,1.0,52.5
2970,"Kitsap, Washington",8.8,39.1,1.2,33.2
2971,"Kittitas, Washington",19.3,33.8,1.2,32.3
2972,"Klickitat, Washington",13.9,46.9,1.6,31.5
2973,"Lewis, Washington",13.4,43.1,1.7,17.7
2974,"Lincoln, Washington",11.4,48.4,3.0,25.1
2975,"Mason, Washington",12.0,45.6,1.3,17.6
2976,"Okanogan, Washington",17.3,42.6,1.6,20.0
2977,"Pacific, Washington",16.8,53.6,2.8,18.9
2978,"Pend Oreille, Washington",12.4,51.0,2.6,20.8
2979,"Pierce, Washington",9.7,36.1,1.6,27.2
2980,"San Juan, Washington",10.4,56.6,2.5,49.8
2981,"Skagit, Washington",10.6,41.5,1.2,26.2
2982,"Skamania, Washington",12.7,46.6,1.1,24.5
2983,"Snohomish, Washington",7.4,38.0,0.8,32.8
2984,"Spokane, Washington",13.5,37.6,1.1,30.8
2985,"Stevens, Washington",15.3,46.9,2.1,18.7
2986,"Thurston, Washington",9.7,39.0,1.2,35.7
2987,"Wahkiakum, Washington",8.9,55.1,3.3,19.4
2988,"Walla Walla, Washington",14.1,37.5,1.0,29.8
2989,"Whatcom, Washington",14.5,37.3,1.3,34.3
2990,"Whitman, Washington",26.0,24.7,1.1,49.8
2991,"Yakima, Washington",15.5,33.0,0.9,16.7
2992,"Barbour, West Virginia",19.2,41.7,1.5,15.6
2993,"Berkeley, West Virginia",11.2,38.8,2.3,21.2
2994,"Boone, West Virginia",22.2,43.5,3.1,9.7
2995,"Braxton, West Virginia",20.2,45.9,0.9,14.9
2996,"Brooke, West Virginia",12.8,46.6,1.1,19.0
2997,"Cabell, West Virginia",22.8,38.8,2.4,26.0
2998,"Calhoun, West Virginia",23.3,48.1,5.4,12.2
2999,"Clay, West Virginia",27.2,44.1,1.0,9.2
3000,"Doddridge, West Virginia",10.6,45.3,1.7,17.1
3001,"Fayette, West Virginia",20.4,44.3,2.2,14.8
3002,"Gilmer, West Virginia",17.8,39.2,0.0,17.0
3003,"Grant, West Virginia",12.4,46.2,1.9,13.8
3004,"Greenbrier, West Virginia",16.6,45.5,2.4,19.9
3005,"Hampshire, West Virginia",15.5,47.2,2.4,12.4
3006,"Hancock, West Virginia",14.2,46.8,0.5,17.4
3007,"Hardy, West Virginia",11.5,45.7,3.2,14.5
3008,"Harrison, West Virginia",14.3,42.2,1.6,23.3
3009,"Jackson, West Virginia",18.3,43.7,0.4,17.4
3010,"Jefferson, West Virginia",9.8,41.1,1.8,31.8
3011,"Kanawha, West Virginia",16.7,43.4,2.4,25.5
3012,"Lewis, West Virginia",19.1,43.8,1.1,14.5
3013,"Lincoln, West Virginia",20.2,43.2,1.8,9.0
3014,"Logan, West Virginia",25.5,43.8,3.9,10.0
3015,"McDowell, West Virginia",30.8,45.0,2.6,5.4
3016,"Marion, West Virginia",14.5,41.1,1.9,22.6
3017,"Marshall, West Virginia",15.2,45.7,0.6,18.0
3018,"Mason, West Virginia",15.2,44.2,1.5,14.4
3019,"Mercer, West Virginia",19.6,43.1,2.6,19.4
3020,"Mineral, West Virginia",15.0,44.5,3.0,15.5
3021,"Mingo, West Virginia",27.8,42.8,2.4,9.9
3022,"Monongalia, West Virginia",19.4,31.7,1.5,42.8
3023,"Monroe, West Virginia",15.3,48.0,1.4,15.3
3024,"Morgan, West Virginia",8.2,47.9,3.9,17.0
3025,"Nicholas, West Virginia",17.5,45.1,0.5,15.6
3026,"Ohio, West Virginia",15.1,43.6,1.3,32.0
3027,"Pendleton, West Virginia",16.1,50.8,0.9,14.1
3028,"Pleasants, West Virginia",12.7,43.6,0.5,11.6
3029,"Pocahontas, West Virginia",15.3,49.1,3.4,14.8
3030,"Preston, West Virginia",15.4,42.7,0.8,16.9
3031,"Putnam, West Virginia",10.0,41.8,1.3,26.1
3032,"Raleigh, West Virginia",18.4,42.2,1.9,18.4
3033,"Randolph, West Virginia",20.1,43.7,3.0,17.3
3034,"Ritchie, West Virginia",16.0,46.8,1.8,11.3
3035,"Roane, West Virginia",18.8,45.8,2.3,13.1
3036,"Summers, West Virginia",21.2,49.1,1.1,14.5
3037,"Taylor, West Virginia",15.9,44.1,0.8,17.3
3038,"Tucker, West Virginia",12.8,49.3,2.2,19.4
3039,"Tyler, West Virginia",14.1,47.0,1.8,14.1
3040,"Upshur, West Virginia",21.5,41.7,1.0,16.9
3041,"Wayne, West Virginia",25.1,44.1,1.7,15.1
3042,"Webster, West Virginia",26.0,47.2,1.1,11.4
3043,"Wetzel, West Virginia",18.3,46.0,1.5,12.0
3044,"Wirt, West Virginia",18.1,45.4,0.1,11.2
3045,"Wood, West Virginia",17.3,43.5,2.2,21.9
3046,"Wyoming, West Virginia",21.8,44.6,2.2,9.3
3047,"Adams, Wisconsin",11.8,53.8,2.2,13.9
3048,"Ashland, Wisconsin",17.8,42.0,2.0,19.8
3049,"Barron, Wisconsin",11.0,44.2,1.7,20.6
3050,"Bayfield, Wisconsin",11.4,52.2,2.2,31.1
3051,"Brown, Wisconsin",10.1,37.4,0.9,30.3
3052,"Buffalo, Wisconsin",11.1,46.6,1.4,19.3
3053,"Burnett, Wisconsin",12.4,52.8,2.1,20.8
3054,"Calumet, Wisconsin",6.5,40.6,0.8,29.4
3055,"Chippewa, Wisconsin",9.9,41.2,0.5,21.0
3056,"Clark, Wisconsin",10.9,37.4,1.6,12.6
3057,"Columbia, Wisconsin",7.4,42.4,0.7,23.3
3058,"Crawford, Wisconsin",12.7,46.3,1.9,18.4
3059,"Dane, Wisconsin",10.3,35.1,0.9,51.4
3060,"Dodge, Wisconsin",8.3,42.5,1.0,17.0
3061,"Door, Wisconsin",8.3,53.0,1.7,33.7
3062,"Douglas, Wisconsin",12.8,42.2,1.2,24.1
3063,"Dunn, Wisconsin",12.1,34.7,0.9,27.9
3064,"Eau Claire, Wisconsin",12.8,34.5,1.4,32.3
3065,"Florence, Wisconsin",13.1,53.6,4.7,19.9
3066,"Fond du Lac, Wisconsin",8.9,41.6,1.5,23.1
3067,"Forest, Wisconsin",16.7,46.7,2.4,14.7
3068,"Grant, Wisconsin",12.8,36.0,1.1,23.8
3069,"Green, Wisconsin",7.3,43.2,1.0,23.6
3070,"Green Lake, Wisconsin",11.2,45.3,3.1,20.2
3071,"Iowa, Wisconsin",9.3,42.8,1.1,24.6
3072,"Iron, Wisconsin",14.0,54.9,5.4,20.0
3073,"Jackson, Wisconsin",11.0,41.7,1.6,14.6
3074,"Jefferson, Wisconsin",8.5,41.1,1.1,25.4
3075,"Juneau, Wisconsin",11.8,45.4,2.3,13.7
3076,"Kenosha, Wisconsin",11.3,38.5,2.0,26.1
3077,"Kewaunee, Wisconsin",9.1,44.3,1.0,19.4
3078,"La Crosse, Wisconsin",11.6,35.9,1.5,34.9
3079,"Lafayette, Wisconsin",11.1,41.8,0.7,18.8
3080,"Langlade, Wisconsin",13.3,48.7,1.7,16.7
3081,"Lincoln, Wisconsin",10.4,47.7,1.3,18.4
3082,"Manitowoc, Wisconsin",9.6,44.9,1.6,20.2
3083,"Marathon, Wisconsin",8.7,40.7,1.2,25.4
3084,"Marinette, Wisconsin",12.8,48.7,2.1,15.9
3085,"Marquette, Wisconsin",9.8,50.0,2.4,15.1
3086,"Menominee, Wisconsin",28.8,32.0,1.3,17.9
3087,"Milwaukee, Wisconsin",17.6,34.9,1.4,31.0
3088,"Monroe, Wisconsin",9.8,39.9,1.3,20.6
3089,"Oconto, Wisconsin",9.2,46.9,1.6,16.8
3090,"Oneida, Wisconsin",8.6,51.3,1.9,27.2
3091,"Outagamie, Wisconsin",7.5,38.3,1.2,29.7
3092,"Ozaukee, Wisconsin",6.0,44.0,0.3,49.0
3093,"Pepin, Wisconsin",9.7,46.4,2.8,20.6
3094,"Pierce, Wisconsin",8.1,36.8,0.7,29.2
3095,"Polk, Wisconsin",9.5,45.6,1.0,20.9
3096,"Portage, Wisconsin",12.9,37.0,0.8,32.9
3097,"Price, Wisconsin",15.1,51.6,3.0,16.5
3098,"Racine, Wisconsin",11.8,40.2,0.8,25.2
3099,"Richland, Wisconsin",13.8,45.3,1.2,19.0
3100,"Rock, Wisconsin",11.5,39.5,0.6,22.1
3101,"Rusk, Wisconsin",13.0,49.0,1.4,16.6
3102,"St. Croix, Wisconsin",5.6,38.9,0.5,35.4
3103,"Sauk, Wisconsin",9.2,41.1,1.7,24.1
3104,"Sawyer, Wisconsin",16.2,50.3,3.0,24.2
3105,"Shawano, Wisconsin",10.2,45.2,1.2,15.7
3106,"Sheboygan, Wisconsin",7.3,41.5,0.6,25.1
3107,"Taylor, Wisconsin",11.4,43.7,1.0,15.1
3108,"Trempealeau, Wisconsin",8.8,40.5,1.0,19.3
3109,"Vernon, Wisconsin",14.9,41.7,1.4,22.4
3110,"Vilas, Wisconsin",13.2,54.6,3.5,29.1
3111,"Walworth, Wisconsin",11.8,40.0,1.9,28.8
3112,"Washburn, Wisconsin",13.0,51.2,1.3,23.0
3113,"Washington, Wisconsin",5.2,43.2,1.3,31.5
3114,"Waukesha, Wisconsin",5.4,43.2,0.8,44.5
3115,"Waupaca, Wisconsin",10.7,45.5,1.4,19.9
3116,"Waushara, Wisconsin",11.3,49.2,2.3,16.3
3117,"Winnebago, Wisconsin",10.4,38.3,1.1,28.3
3118,"Wood, Wisconsin",10.3,44.1,1.0,21.6
3119,"Albany, Wyoming",21.5,27.6,1.9,51.8
3120,"Big Horn, Wyoming",11.5,41.6,1.2,19.0
3121,"Campbell, Wyoming",11.1,34.0,2.2,18.9
3122,"Carbon, Wyoming",13.1,38.6,4.3,20.6
3123,"Converse, Wyoming",8.7,40.0,4.0,17.3
3124,"Crook, Wyoming",11.4,42.7,0.8,22.3
3125,"Fremont, Wyoming",11.6,38.7,1.6,24.3
3126,"Goshen, Wyoming",10.6,44.1,2.9,25.9
3127,"Hot Springs, Wyoming",13.3,46.6,4.5,23.7
3128,"Johnson, Wyoming",13.6,45.4,0.9,31.7
3129,"Laramie, Wyoming",9.8,37.0,1.1,28.5
3130,"Lincoln, Wyoming",8.7,39.7,3.2,23.7
3131,"Natrona, Wyoming",10.4,36.9,1.3,22.8
3132,"Niobrara, Wyoming",22.4,45.5,1.4,18.0
3133,"Park, Wyoming",8.3,44.5,1.5,34.0
3134,"Platte, Wyoming",11.3,49.2,1.5,20.7
3135,"Sheridan, Wyoming",6.5,42.3,0.0,31.0
3136,"Sublette, Wyoming",6.0,39.4,3.0,22.8
3137,"Sweetwater, Wyoming",12.2,35.3,2.1,22.5
3138,"Teton, Wyoming",4.8,39.3,2.0,57.0
3139,"Uinta, Wyoming",10.0,35.8,0.5,16.0
3140,"Washakie, Wyoming",9.0,42.9,0.2,23.4
3141,"Weston, Wyoming",12.8,43.1,2.1,20.0
3142,"Adjuntas, Puerto Rico",61.5,42.1,0.4,16.9
3143,"Aguada, Puerto Rico",52.2,42.9,0.9,20.2
3144,"Aguadilla, Puerto Rico",52.6,42.0,1.8,23.9
3145,"Aguas Buenas, Puerto Rico",48.6,42.2,1.5,17.8
3146,"Aibonito, Puerto Rico",44.7,42.5,2.2,21.8
3147,"AÃ±asco, Puerto Rico",47.0,42.6,1.9,18.9
3148,"Arecibo, Puerto Rico",49.7,42.8,2.4,23.2
3149,"Arroyo, Puerto Rico",55.0,40.3,2.8,16.1
3150,"Barceloneta, Puerto Rico",49.0,40.6,2.9,22.1
3151,"Barranquitas, Puerto Rico",52.6,36.7,4.3,19.5
3152,"BayamÃ³n, Puerto Rico",35.6,42.1,4.1,28.8
3153,"Cabo Rojo, Puerto Rico",51.6,44.1,3.4,26.0
3154,"Caguas, Puerto Rico",38.6,41.3,2.8,31.4
3155,"Camuy, Puerto Rico",52.0,42.2,3.4,20.8
3156,"CanÃ³vanas, Puerto Rico",43.7,40.2,1.7,23.2
3157,"Carolina, Puerto Rico",31.4,42.8,2.2,31.8
3158,"CataÃ±o, Puerto Rico",50.9,40.3,4.2,20.3
3159,"Cayey, Puerto Rico",43.2,42.8,1.8,24.2
3160,"Ceiba, Puerto Rico",43.3,42.9,2.9,18.1
3161,"Ciales, Puerto Rico",54.8,42.3,1.9,15.8
3162,"Cidra, Puerto Rico",46.5,40.9,3.0,23.9
3163,"Coamo, Puerto Rico",47.4,41.7,2.8,21.9
3164,"ComerÃ­o, Puerto Rico",59.5,38.9,3.6,13.3
3165,"Corozal, Puerto Rico",57.8,39.6,2.2,19.2
3166,"Culebra, Puerto Rico",42.1,43.1,9.0,15.3
3167,"Dorado, Puerto Rico",32.1,41.1,1.3,30.1
3168,"Fajardo, Puerto Rico",45.2,41.8,5.2,25.3
3169,"Florida, Puerto Rico",46.8,39.9,0.9,13.2
3170,"GuÃ¡nica, Puerto Rico",62.3,42.5,17.1,15.5
3171,"Guayama, Puerto Rico",50.8,39.1,3.4,20.6
3172,"Guayanilla, Puerto Rico",52.6,41.3,0.7,24.7
3173,"Guaynabo, Puerto Rico",26.9,44.2,6.5,45.1
3174,"Gurabo, Puerto Rico",32.7,39.0,2.4,33.4
3175,"Hatillo, Puerto Rico",50.9,42.1,2.1,24.6
3176,"Hormigueros, Puerto Rico",44.3,47.2,1.9,22.9
3177,"Humacao, Puerto Rico",43.3,43.3,3.6,23.1
3178,"Isabela, Puerto Rico",53.8,42.2,3.3,21.9
3179,"Jayuya, Puerto Rico",61.5,38.6,1.1,18.2
3180,"Juana DÃ­az, Puerto Rico",48.3,38.8,1.8,25.0
3181,"Juncos, Puerto Rico",47.1,38.6,2.8,19.0
3182,"Lajas, Puerto Rico",59.7,45.0,5.9,15.3
3183,"Lares, Puerto Rico",56.5,43.0,2.0,18.5
3184,"Las MarÃ­as, Puerto Rico",54.7,42.4,1.9,16.6
3185,"Las Piedras, Puerto Rico",44.5,40.0,0.8,22.4
3186,"LoÃ­za, Puerto Rico",51.5,40.2,3.3,14.7
3187,"Luquillo, Puerto Rico",40.4,41.9,3.7,20.4
3188,"ManatÃ­, Puerto Rico",48.5,42.1,3.2,22.4
3189,"Maricao, Puerto Rico",58.7,44.0,2.4,8.0
3190,"Maunabo, Puerto Rico",44.0,44.4,0.0,16.9
3191,"MayagÃ¼ez, Puerto Rico",55.6,41.4,5.1,26.4
3192,"Moca, Puerto Rico",56.2,40.0,0.2,20.0
3193,"Morovis, Puerto Rico",43.7,38.7,2.1,16.5
3194,"Naguabo, Puerto Rico",44.9,38.4,2.3,20.2
3195,"Naranjito, Puerto Rico",49.0,41.1,1.3,16.1
3196,"Orocovis, Puerto Rico",57.2,40.1,1.7,17.0
3197,"Patillas, Puerto Rico",52.5,44.9,1.6,15.1
3198,"PeÃ±uelas, Puerto Rico",53.5,38.8,3.2,21.9
3199,"Ponce, Puerto Rico",51.8,41.0,3.0,27.5
3200,"Quebradillas, Puerto Rico",48.8,41.2,4.2,18.9
3201,"RincÃ³n, Puerto Rico",44.3,46.0,4.2,23.0
3202,"RÃ­o Grande, Puerto Rico",40.1,41.2,1.7,22.8
3203,"Sabana Grande, Puerto Rico",50.6,42.3,18.6,19.4
3204,"Salinas, Puerto Rico",50.3,40.9,3.2,17.5
3205,"San GermÃ¡n, Puerto Rico",50.0,44.0,2.7,24.0
3206,"San Juan, Puerto Rico",41.4,43.2,3.8,37.3
3207,"San Lorenzo, Puerto Rico",47.6,42.4,1.2,18.3
3208,"San SebastiÃ¡n, Puerto Rico",56.4,44.1,2.6,19.2
3209,"Santa Isabel, Puerto Rico",48.2,38.8,2.4,25.3
3210,"Toa Alta, Puerto Rico",34.2,38.4,2.4,29.3
3211,"Toa Baja, Puerto Rico",37.9,40.7,3.1,26.8
3212,"Trujillo Alto, Puerto Rico",30.8,40.5,2.2,36.0
3213,"Utuado, Puerto Rico",54.7,43.5,3.8,18.7
3214,"Vega Alta, Puerto Rico",45.4,39.6,2.4,22.2
3215,"Vega Baja, Puerto Rico",45.8,41.5,2.5,21.2
3216,"Vieques, Puerto Rico",48.8,47.0,15.2,18.0
3217,"Villalba, Puerto Rico",48.3,40.1,2.3,19.9
